	soma_joinid	citation	collection_id	collection_name	collection_doi	collection_doi_label	dataset_id	dataset_version_id	dataset_title	dataset_h5ad_path	dataset_total_cell_count	doi	abstract	species	tissue	disease
1204	1204	Publication: https://doi.org/10.1158/2643-3230.BCD-21-0075 Dataset Version: https://datasets.cellxgene.cziscience.com/f6d7d10e-2f84-4403-b4a5-98901c80703c.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/968834a0-1895-40df-8720-666029b3bbac	968834a0-1895-40df-8720-666029b3bbac	Single cell RNA sequencing of follicular lymphoma	10.1158/2643-3230.BCD-21-0075	Han et al. (2022) Blood Cancer Discovery	99950e99-2758-41d2-b2c9-643edcdf6d82	f6d7d10e-2f84-4403-b4a5-98901c80703c	Single cell RNA sequencing of follicular lymphoma	99950e99-2758-41d2-b2c9-643edcdf6d82.h5ad	137147	https://doi.org/10.1158/2643-3230.BCD-21-0075	Abstract Follicular lymphoma (FL) is a B-cell malignancy with a complex tumor microenvironment that is rich in nonmalignant immune cells. We applied single-cell RNA sequencing to characterize the diverse tumor and immune cell populations of FL and identified major phenotypic subsets of FL T cells, including a cytotoxic CD4 T-cell population. We characterized four major FL subtypes with differential representation or relative depletion of distinct T-cell subsets. By integrating exome sequencing, we observed that somatic mutations are associated with, but not definitive for, reduced MHC expression on FL cells. In turn, expression of MHCII genes by FL cells was associated with significant differences in the proportions and targetable immunophenotypic characteristics of T cells. This provides a classification framework of the FL microenvironment in association with FL genotypes and MHC expression, and informs different potential immunotherapeutic strategies based upon tumor cell MHCII expression. Significance: We have characterized the FL-infiltrating T cells, identified cytotoxic CD4 T cells as an important component that is associated with tumor cell-intrinsic characteristics, and identified sets of targetable immune checkpoints on T cells that differed from FLs with normal versus low MHC expression. See related commentary by Melnick, p. 374. This article is highlighted in the In This Issue feature, p. 369	human	blood	cancer
1207	1207	Publication: https://doi.org/10.1182/blood.2021013442 Dataset Version: https://datasets.cellxgene.cziscience.com/5e8db6af-5e73-4b3d-b049-78f44330ae93.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/10ec9198-584e-4a7e-8a24-4a332915a4ef	10ec9198-584e-4a7e-8a24-4a332915a4ef	HTAN-CHOP - Single-cell multiomics reveals increased plasticity, resistant populations, and stem-cell–like blasts in KMT2A-rearranged leukemia	10.1182/blood.2021013442	Chen et al. (2022) Blood	cf83c98a-3791-4537-bbde-a719f6d73c13	5e8db6af-5e73-4b3d-b049-78f44330ae93	Global dataset of infant KMT2Ar B-ALL	cf83c98a-3791-4537-bbde-a719f6d73c13.h5ad	128588	https://doi.org/10.1182/blood.2021013442	Abstract KMT2A-rearranged (KMT2A-r) infant acute lymphoblastic leukemia (ALL) is a devastating malignancy with a dismal outcome, and younger age at diagnosis is associated with increased risk of relapse. To discover age-specific differences and critical drivers that mediate poor outcome in KMT2A-r ALL, we subjected KMT2A-r leukemias and normal hematopoietic cells from patients of different ages to single-cell multiomics analyses. We uncovered the following critical new insights: leukemia cells from patients &amp;lt;6 months have significantly increased lineage plasticity. Steroid response pathways are downregulated in the most immature blasts from younger patients. We identify a hematopoietic stem and progenitor-like (HSPC-like) population in the blood of younger patients that contains leukemic blasts and form an immunosuppressive signaling circuit with cytotoxic lymphocytes. These observations offer a compelling explanation for the ability of leukemias in young patients to evade chemotherapy and immune-mediated control. Our analysis also revealed preexisting lymphomyeloid primed progenitors and myeloid blasts at initial diagnosis of B-ALL. Tracking of leukemic clones in 2 patients whose leukemia underwent a lineage switch documented the evolution of such clones into frank acute myeloid leukemia (AML). These findings provide critical insights into KMT2A-r ALL and have clinical implications for molecularly targeted and immunotherapy approaches. Beyond infant ALL, our study demonstrates the power of single-cell multiomics to detect tumor intrinsic and extrinsic factors affecting rare but critical subpopulations within a malignant population that ultimately determines patient outcome.	human	blood	cancer
1209	1209	Publication: https://doi.org/10.1038/s41467-022-29450-x Dataset Version: https://datasets.cellxgene.cziscience.com/dfb51f99-a306-4daa-9f4a-afe7de65bbf2.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/bf325905-5e8e-42e3-933d-9a9053e9af80	bf325905-5e8e-42e3-933d-9a9053e9af80	Single-cell Atlas of common variable immunodeficiency shows germinal center-associated epigenetic dysregulation in B-cell responses	10.1038/s41467-022-29450-x	Rodríguez-Ubreva et al. (2022) Nat Commun	3c75a463-6a87-4132-83a8-c3002624394d	dfb51f99-a306-4daa-9f4a-afe7de65bbf2	Activated PBMCs - Expanded cohort CITE-seq	3c75a463-6a87-4132-83a8-c3002624394d.h5ad	95064	https://doi.org/10.1038/s41467-022-29450-x	Abstract Common variable immunodeficiency (CVID), the most prevalent symptomatic primary immunodeficiency, displays impaired terminal B-cell differentiation and defective antibody responses. Incomplete genetic penetrance and ample phenotypic expressivity in CVID suggest the participation of additional pathogenic mechanisms. Monozygotic (MZ) twins discordant for CVID are uniquely valuable for studying the contribution of epigenetics to the disease. Here, we generate a single-cell epigenomics and transcriptomics census of naive-to-memory B cell differentiation in a CVID-discordant MZ twin pair. Our analysis identifies DNA methylation, chromatin accessibility and transcriptional defects in memory B-cells mirroring defective cell-cell communication upon activation. These findings are validated in a cohort of CVID patients and healthy donors. Our findings provide a comprehensive multi-omics map of alterations in naive-to-memory B-cell transition in CVID and indicate links between the epigenome and immune cell cross-talk. Our resource, publicly available at the Human Cell Atlas, gives insight into future diagnosis and treatments of CVID patients.	human	blood	immunodeficiency
1211	1211	Publication: https://doi.org/10.1016/j.immuni.2023.01.002 Dataset Version: https://datasets.cellxgene.cziscience.com/81c12e9c-e471-408e-8c2a-9401908cf6d3.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/5c868b6f-62c5-4532-9d7f-a346ad4b50a7	5c868b6f-62c5-4532-9d7f-a346ad4b50a7	The landscape of immune dysregulation in Crohn’s disease revealed through single-cell transcriptomic profiling in the ileum and colon	10.1016/j.immuni.2023.01.002	Kong et al. (2023) Immunity	a37f857c-779f-464e-9310-3db43a1811e7	81c12e9c-e471-408e-8c2a-9401908cf6d3	TI immune	a37f857c-779f-464e-9310-3db43a1811e7.h5ad	201072	https://doi.org/10.1016/j.immuni.2023.01.002		human	intestine	autoimmune
1217	1217	Publication: https://doi.org/10.1016/j.xgen.2023.100298 Dataset Version: https://datasets.cellxgene.cziscience.com/096b21c2-b449-4fcb-8dd8-6a4ac5e743ea.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/af893e86-8e9f-41f1-a474-ef05359b1fb7	af893e86-8e9f-41f1-a474-ef05359b1fb7	Single-cell transcriptomic atlas for adult human retina	10.1016/j.xgen.2023.100298	Liang et al. (2023) Cell Genomics	aad97cb5-f375-45ef-ae9d-178e7f5d5180	096b21c2-b449-4fcb-8dd8-6a4ac5e743ea	Retinal ganglion cells in human retina	aad97cb5-f375-45ef-ae9d-178e7f5d5180.h5ad	11617	https://doi.org/10.1016/j.xgen.2023.100298		human	eye	healthy
1218	1218	Publication: https://doi.org/10.1016/j.isci.2021.103115 Dataset Version: https://datasets.cellxgene.cziscience.com/5668bd32-5e84-4708-b976-af6a902ed9a4.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/b9fc3d70-5a72-4479-a046-c2cc1ab19efc	b9fc3d70-5a72-4479-a046-c2cc1ab19efc	A Web Portal and Workbench for Biological Dissection of Single Cell COVID-19 Host Responses	10.1016/j.isci.2021.103115	Jin et al. (2021) iScience	bc2a7b3d-f04e-477e-96c9-9d5367d5425c	5668bd32-5e84-4708-b976-af6a902ed9a4	T Cell and NK Cell Subtypes of COVID-19 Immune Altas: Integration of 5 public COVID-19 PBMC single-cell datasets	bc2a7b3d-f04e-477e-96c9-9d5367d5425c.h5ad	109995	https://doi.org/10.1016/j.isci.2021.103115		human	blood	covid19
1224	1224	Publication: https://doi.org/10.1158/2159-8290.cd-22-0824 Dataset Version: https://datasets.cellxgene.cziscience.com/636961eb-c8eb-4bb1-b88e-cd0218c30437.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/a18474f4-ff1e-4864-af69-270b956cee5b	a18474f4-ff1e-4864-af69-270b956cee5b	Single-cell RNA sequencing unifies developmental programs of Esophageal and Gastric Intestinal Metaplasia	10.1158/2159-8290.cd-22-0824	Nowicki-Osuch et al. (2023) Cancer Discovery	773b9b2e-70c8-40be-8cbb-e7b5abab360d	636961eb-c8eb-4bb1-b88e-cd0218c30437	UMAP of Columnar cells	773b9b2e-70c8-40be-8cbb-e7b5abab360d.h5ad	79522	https://doi.org/10.1158/2159-8290.cd-22-0824	Abstract Intestinal metaplasia in the esophagus (Barrett's esophagus IM, or BE-IM) and stomach (GIM) are considered precursors for esophageal and gastric adenocarcinoma, respectively. We hypothesize that BE-IM and GIM follow parallel developmental trajectories in response to differing inflammatory insults. Here, we construct a single-cell RNA-sequencing atlas, supported by protein expression studies, of the entire gastrointestinal tract spanning physiologically normal and pathologic states including gastric metaplasia in the esophagus (E-GM), BE-IM, atrophic gastritis, and GIM. We demonstrate that BE-IM and GIM share molecular features, and individual cells simultaneously possess transcriptional properties of gastric and intestinal epithelia, suggesting phenotypic mosaicism. Transcriptionally E-GM resembles atrophic gastritis; genetically, it is clonal and has a lower mutational burden than BE-IM. Finally, we show that GIM and BE-IM acquire a protumorigenic, activated fibroblast microenvironment. These findings suggest that BE-IM and GIM can be considered molecularly similar entities in adjacent organs, opening the path for shared detection and treatment strategies. Significance: Our data capture the gradual molecular and phenotypic transition from a gastric to intestinal phenotype (IM) in the esophagus and stomach. Because BE-IM and GIM can predispose to cancer, this new understanding of a common developmental trajectory could pave the way for a more unified approach to detection and treatment. See related commentary by Stachler, p. 1291. This article is highlighted in the In This Issue feature, p. 1275	human	intestine	cancer
1225	1225	Publication: https://doi.org/10.1038/s41586-018-0698-6 Dataset Version: https://datasets.cellxgene.cziscience.com/01b1a201-b5cf-4ffd-8e3b-284aeb5f11c5.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/a9254216-6cd8-4186-b32c-349363777584	a9254216-6cd8-4186-b32c-349363777584	Single-cell reconstruction of the early maternal–fetal interface in humans	10.1038/s41586-018-0698-6	Vento-Tormo et al. (2018) Nature	5bc42b88-bb76-4954-927b-8bb7369adc64	01b1a201-b5cf-4ffd-8e3b-284aeb5f11c5	Pregnant Uterus (All)	5bc42b88-bb76-4954-927b-8bb7369adc64.h5ad	70325	https://doi.org/10.1038/s41586-018-0698-6		human	uterus	healthy
1226	1226	Publication: https://doi.org/10.1016/j.cell.2020.12.016 Dataset Version: https://datasets.cellxgene.cziscience.com/a844e2c4-7efb-42e8-92e3-d26f5f266a35.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/60358420-6055-411d-ba4f-e8ac80682a2e	60358420-6055-411d-ba4f-e8ac80682a2e	Spatiotemporal analysis of human intestinal development at single-cell resolution	10.1016/j.cell.2020.12.016	Fawkner-Corbett et al. (2021) Cell	9d5df009-eb76-43a3-b6cd-22017cc53700	a844e2c4-7efb-42e8-92e3-d26f5f266a35	Spatiotemporal analysis of human intestinal development at single-cell resolution: All cells	9d5df009-eb76-43a3-b6cd-22017cc53700.h5ad	76592	https://doi.org/10.1016/j.cell.2020.12.016		human	intestine	healthy
1230	1230	Publication: https://doi.org/10.1038/s42003-021-02562-8 Dataset Version: https://datasets.cellxgene.cziscience.com/c7321cd0-9db0-4de4-aad8-3c305b1a1c50.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/a261413d-835b-4f1e-ab0c-dada55ea6afd	a261413d-835b-4f1e-ab0c-dada55ea6afd	Identification of distinct tumor cell populations and key genetic mechanisms through single cell sequencing in hepatoblastoma	10.1038/s42003-021-02562-8	Bondoc et al. (2021) Commun Biol	ec6ceff8-c8bc-488d-b6bf-30df2fa92169	c7321cd0-9db0-4de4-aad8-3c305b1a1c50	Modeling Hepatoblastoma: Identification of Distinct Tumor Cell Populations and Key Genetic Mechanisms through Single Cell Sequencing	ec6ceff8-c8bc-488d-b6bf-30df2fa92169.h5ad	67110	https://doi.org/10.1038/s42003-021-02562-8	Abstract Hepatoblastoma (HB) is the most common primary liver malignancy of childhood, and molecular investigations are limited and effective treatment options for chemoresistant disease are lacking. There is a knowledge gap in the investigation of key driver cells of HB in tumor. Here we show single cell ribonucleic acid sequencing (scRNAseq) analysis of human tumor, background liver, and patient derived xenograft (PDX) to demonstrate gene expression patterns within tumor and to identify intratumor cell subtype heterogeneity to define differing roles in pathogenesis based on intracellular signaling in pediatric HB. We have identified a driver tumor cell cluster in HB by genetic expression which can be examined to define disease mechanism and treatments. Identification of both critical mechanistic pathways combined with unique cell populations provide the basis for discovery and investigation of novel treatment strategies in vitro and in vivo.	human	liver	cancer
1232	1232	Publication: https://doi.org/10.1038/s41586-024-07069-w Dataset Version: https://datasets.cellxgene.cziscience.com/c523d664-b3ab-48a9-aa29-5393e8a87e48.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/45d5d2c3-bc28-4814-aed6-0bb6f0e11c82	45d5d2c3-bc28-4814-aed6-0bb6f0e11c82	A single-cell transcriptional timelapse of mouse embryonic development, from gastrula to pup	10.1038/s41586-024-07069-w	Qiu et al. (2024) Nature	e7e0bfff-9355-42ee-95b0-9ec3b1fdab9c	c523d664-b3ab-48a9-aa29-5393e8a87e48	Major cell cluster: Lung and airway	e7e0bfff-9355-42ee-95b0-9ec3b1fdab9c.h5ad	76732	https://doi.org/10.1038/s41586-024-07069-w	Abstract The house mouse (Mus musculus) is an exceptional model system, combining genetic tractability with close evolutionary affinity to humans1,2. Mouse gestation lasts only 3 weeks, during which the genome orchestrates the astonishing transformation of a single-cell zygote into a free-living pup composed of more than 500 million cells. Here, to establish a global framework for exploring mammalian development, we applied optimized single-cell combinatorial indexing3 to profile the transcriptional states of 12.4 million nuclei from 83 embryos, precisely staged at 2- to 6-hour intervals spanning late gastrulation (embryonic day 8) to birth (postnatal day 0). From these data, we annotate hundreds of cell types and explore the ontogenesis of the posterior embryo during somitogenesis and of kidney, mesenchyme, retina and early neurons. We leverage the temporal resolution and sampling depth of these whole-embryo snapshots, together with published data4-8 from earlier timepoints, to construct a rooted tree of cell-type relationships that spans the entirety of prenatal development, from zygote to birth. Throughout this tree, we systematically nominate genes encoding transcription factors and other proteins as candidate drivers of the in vivo differentiation of hundreds of cell types. Remarkably, the most marked temporal shifts in cell states are observed within one hour of birth and presumably underlie the massive physiological adaptations that must accompany the successful transition of a mammalian fetus to life outside the womb.	mouse	lung	healthy
1233	1233	Publication: https://doi.org/10.1038/s41586-024-07069-w Dataset Version: https://datasets.cellxgene.cziscience.com/9c19a81d-48ed-405a-b204-3ee63ea525c0.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/45d5d2c3-bc28-4814-aed6-0bb6f0e11c82	45d5d2c3-bc28-4814-aed6-0bb6f0e11c82	A single-cell transcriptional timelapse of mouse embryonic development, from gastrula to pup	10.1038/s41586-024-07069-w	Qiu et al. (2024) Nature	842dd04e-5907-4da0-84af-90279bbf0902	9c19a81d-48ed-405a-b204-3ee63ea525c0	Major cell cluster: Eye and other	842dd04e-5907-4da0-84af-90279bbf0902.h5ad	93695	https://doi.org/10.1038/s41586-024-07069-w	Abstract The house mouse (Mus musculus) is an exceptional model system, combining genetic tractability with close evolutionary affinity to humans1,2. Mouse gestation lasts only 3 weeks, during which the genome orchestrates the astonishing transformation of a single-cell zygote into a free-living pup composed of more than 500 million cells. Here, to establish a global framework for exploring mammalian development, we applied optimized single-cell combinatorial indexing3 to profile the transcriptional states of 12.4 million nuclei from 83 embryos, precisely staged at 2- to 6-hour intervals spanning late gastrulation (embryonic day 8) to birth (postnatal day 0). From these data, we annotate hundreds of cell types and explore the ontogenesis of the posterior embryo during somitogenesis and of kidney, mesenchyme, retina and early neurons. We leverage the temporal resolution and sampling depth of these whole-embryo snapshots, together with published data4-8 from earlier timepoints, to construct a rooted tree of cell-type relationships that spans the entirety of prenatal development, from zygote to birth. Throughout this tree, we systematically nominate genes encoding transcription factors and other proteins as candidate drivers of the in vivo differentiation of hundreds of cell types. Remarkably, the most marked temporal shifts in cell states are observed within one hour of birth and presumably underlie the massive physiological adaptations that must accompany the successful transition of a mammalian fetus to life outside the womb.	mouse	kidney	healthy
1237	1237	Publication: https://doi.org/10.1126/science.abo1984 Dataset Version: https://datasets.cellxgene.cziscience.com/5c57075f-9f87-4f34-a748-74879e2f037c.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/e75342a8-0f3b-4ec5-8ee1-245a23e0f7cb	e75342a8-0f3b-4ec5-8ee1-245a23e0f7cb	Pathogenic variants damage cell composition and single cell transcription in cardiomyopathies	10.1126/science.abo1984	Reichart et al. (2022) Science	9434b020-de42-43eb-bcc4-542b2be69015	5c57075f-9f87-4f34-a748-74879e2f037c	DCM/ACM heart cell atlas: Macrophages	9434b020-de42-43eb-bcc4-542b2be69015.h5ad	59217	https://doi.org/10.1126/science.abo1984	Pathogenic variants in genes that cause dilated cardiomyopathy (DCM) and arrhythmogenic cardiomyopathy (ACM) convey high risks for the development of heart failure through unknown mechanisms. Using single-nucleus RNA sequencing, we characterized the transcriptome of 880,000 nuclei from 18 control and 61 failing, nonischemic human hearts with pathogenic variants in DCM and ACM genes or idiopathic disease. We performed genotype-stratified analyses of the ventricular cell lineages and transcriptional states. The resultant DCM and ACM ventricular cell atlas demonstrated distinct right and left ventricular responses, highlighting genotype-associated pathways, intercellular interactions, and differential gene expression at single-cell resolution. Together, these data illuminate both shared and distinct cellular and molecular architectures of human heart failure and suggest candidate therapeutic targets.	human	heart	cardiovascular
1238	1238	Publication: https://doi.org/10.1038/s42255-022-00531-x Dataset Version: https://datasets.cellxgene.cziscience.com/f89a618b-fe4b-404e-bd39-7c574529b1f5.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/51544e44-293b-4c2b-8c26-560678423380	51544e44-293b-4c2b-8c26-560678423380	Multiomics single-cell analysis of human pancreatic islets reveals novel cellular states in health and type 1 diabetes	10.1038/s42255-022-00531-x	Fasolino et al. (2022) Nat Metab	37b21763-7f0f-41ae-9001-60bad6e2841d	f89a618b-fe4b-404e-bd39-7c574529b1f5	Multiomics single-cell analysis of human pancreatic islets reveals novel cellular states in health and type 1 diabetes	37b21763-7f0f-41ae-9001-60bad6e2841d.h5ad	69645	https://doi.org/10.1038/s42255-022-00531-x		human	pancreas	metabolic
1241	1241	Publication: https://doi.org/10.1038/s41593-022-01061-1 Dataset Version: https://datasets.cellxgene.cziscience.com/234f6d22-65df-4d90-9b4d-b631c7099013.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/b0f0b447-ac37-45b0-b1bf-5c0b7d871120	b0f0b447-ac37-45b0-b1bf-5c0b7d871120	Single-cell genomic profiling of human dopamine neurons identifies a population that selectively degenerates in Parkinson’s disease	10.1038/s41593-022-01061-1	Kamath et al. (2022) Nat Neurosci	92161459-9103-4379-ae34-73a38eee1d1d	234f6d22-65df-4d90-9b4d-b631c7099013	Human Nurr-Positive Nuclei 10x scRNA-seq	92161459-9103-4379-ae34-73a38eee1d1d.h5ad	80576	https://doi.org/10.1038/s41593-022-01061-1	Abstract The loss of dopamine (DA) neurons within the substantia nigra pars compacta (SNpc) is a defining pathological hallmark of Parkinson's disease (PD). Nevertheless, the molecular features associated with DA neuron vulnerability have not yet been fully identified. Here, we developed a protocol to enrich and transcriptionally profile DA neurons from patients with PD and matched controls, sampling a total of 387,483 nuclei, including 22,048 DA neuron profiles. We identified ten populations and spatially localized each within the SNpc using Slide-seq. A single subtype, marked by the expression of the geneAGTR1and spatially confined to the ventral tier of SNpc, was highly susceptible to loss in PD and showed the strongest upregulation of targets ofTP53andNR2F2, nominating molecular processes associated with degeneration. This same vulnerable population was specifically enriched for the heritable risk associated with PD, highlighting the importance of cell-intrinsic processes in determining the differential vulnerability of DA neurons to PD-associated degeneration.	human	brain	neurodegenerative
1246	1246	Publication: https://doi.org/10.1101/2024.06.18.599579 Dataset Version: https://datasets.cellxgene.cziscience.com/9f97fb6a-1f2a-4867-a407-0b799bce229e.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/398e34a9-8736-4b27-a9a7-31a47a67f446	398e34a9-8736-4b27-a9a7-31a47a67f446	Comparative Analysis of Commercial Single-Cell RNA Sequencing Technologies	10.1101/2024.06.18.599579	De Simone et al. (2024) bioRxiv	17e9d436-a264-4c94-a42d-48c8daf6fdd9	9f97fb6a-1f2a-4867-a407-0b799bce229e	10X_5-rep1	17e9d436-a264-4c94-a42d-48c8daf6fdd9.h5ad	7750	https://doi.org/10.1101/2024.06.18.599579	Abstract This study evaluates ten commercially available single-cell RNA sequencing (scRNA-seq) approaches across four technology groups: Emulsion-based kits from 10x Genomics and Fluent Biosciences; Microwell-based kits from Becton Dickinson, Honeycomb Technologies and Singerlon Technologies; Combinatorial-indexing kits from Parse Biosciences and Scale Biosciences; and a Matrigel-based kit from Scipio Biosciences. Peripheral blood mononuclear cells (PBMCs) from a single donor were used to assess analytical performance. Key features such as sample compatibility, cost, and experimental duration were also compared. Notably, superior analytical performance was demonstrated by the Chromium Fixed RNA Profiling kit from 10x Genomics, which uniquely features probe hybridization for transcript detection. Additionally, the Rhapsody WTA kit from Becton Dickinson provided a cost-effective balance of performance and expense per cell. With a rich dataset of 218,154 cells, this work provides a basis for differentiating commercial scRNA-seq technologies, which is intended to facilitate the effective application and further methodological development of single cell transcriptomics.	human	blood	healthy
1247	1247	Publication: https://doi.org/10.1038/s41586-022-04918-4 Dataset Version: https://datasets.cellxgene.cziscience.com/9c0a4f61-8846-4cfb-8034-71adb8434088.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/661a402a-2a5a-4c71-9b05-b346c57bc451	661a402a-2a5a-4c71-9b05-b346c57bc451	Single-cell roadmap of human gonadal development	10.1038/s41586-022-04918-4	Garcia-Alonso et al. (2022) Nature	be46dfdc-0f99-4731-8957-64ca37364985	9c0a4f61-8846-4cfb-8034-71adb8434088	Mouse Somatic Cell Lineage	be46dfdc-0f99-4731-8957-64ca37364985.h5ad	50933	https://doi.org/10.1038/s41586-022-04918-4	Abstract Gonadal development is a complex process that involves sex determination followed by divergent maturation into either testes or ovaries1. Historically, limited tissue accessibility, a lack of reliable in vitro models and critical differences between humans and mice have hampered our knowledge of human gonadogenesis, despite its importance in gonadal conditions and infertility. Here, we generated a comprehensive map of first- and second-trimester human gonads using a combination of single-cell and spatial transcriptomics, chromatin accessibility assays and fluorescent microscopy. We extracted human-specific regulatory programmes that control the development of germline and somatic cell lineages by profiling equivalent developmental stages in mice. In both species, we define the somatic cell states present at the time of sex specification, including the bipotent early supporting population that, in males, upregulates the testis-determining factor SRY and sPAX8s, a gonadal lineage located at the gonadal-mesonephric interface. In females, we resolve the cellular and molecular events that give rise to the first and second waves of granulosa cells that compartmentalize the developing ovary to modulate germ cell differentiation. In males, we identify human SIGLEC15 + and TREM2 + fetal testicular macrophages, which signal to somatic cells outside and inside the developing testis cords, respectively. This study provides a comprehensive spatiotemporal map of human and mouse gonadal differentiation, which can guide in vitro gonadogenesis.	mouse	testis	healthy
1250	1250	Publication: https://doi.org/10.1101/2024.06.18.599579 Dataset Version: https://datasets.cellxgene.cziscience.com/3cdcb84d-84c8-4b6b-97be-5eaafe658a2f.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/398e34a9-8736-4b27-a9a7-31a47a67f446	398e34a9-8736-4b27-a9a7-31a47a67f446	Comparative Analysis of Commercial Single-Cell RNA Sequencing Technologies	10.1101/2024.06.18.599579	De Simone et al. (2024) bioRxiv	a82c43bb-a703-446d-aa24-049bf013121f	3cdcb84d-84c8-4b6b-97be-5eaafe658a2f	10X_5-rep2	a82c43bb-a703-446d-aa24-049bf013121f.h5ad	7750	https://doi.org/10.1101/2024.06.18.599579	Abstract This study evaluates ten commercially available single-cell RNA sequencing (scRNA-seq) approaches across four technology groups: Emulsion-based kits from 10x Genomics and Fluent Biosciences; Microwell-based kits from Becton Dickinson, Honeycomb Technologies and Singerlon Technologies; Combinatorial-indexing kits from Parse Biosciences and Scale Biosciences; and a Matrigel-based kit from Scipio Biosciences. Peripheral blood mononuclear cells (PBMCs) from a single donor were used to assess analytical performance. Key features such as sample compatibility, cost, and experimental duration were also compared. Notably, superior analytical performance was demonstrated by the Chromium Fixed RNA Profiling kit from 10x Genomics, which uniquely features probe hybridization for transcript detection. Additionally, the Rhapsody WTA kit from Becton Dickinson provided a cost-effective balance of performance and expense per cell. With a rich dataset of 218,154 cells, this work provides a basis for differentiating commercial scRNA-seq technologies, which is intended to facilitate the effective application and further methodological development of single cell transcriptomics.	human	blood	healthy
1252	1252	Publication: https://doi.org/10.1038/s41586-024-07069-w Dataset Version: https://datasets.cellxgene.cziscience.com/88edeaa8-a1fc-4169-a3d7-ac26ebc45b5a.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/45d5d2c3-bc28-4814-aed6-0bb6f0e11c82	45d5d2c3-bc28-4814-aed6-0bb6f0e11c82	A single-cell transcriptional timelapse of mouse embryonic development, from gastrula to pup	10.1038/s41586-024-07069-w	Qiu et al. (2024) Nature	a83d919c-87ac-4fe8-a655-71180168ec68	88edeaa8-a1fc-4169-a3d7-ac26ebc45b5a	Major cell cluster: Primitive erythroid	a83d919c-87ac-4fe8-a655-71180168ec68.h5ad	108613	https://doi.org/10.1038/s41586-024-07069-w	Abstract The house mouse (Mus musculus) is an exceptional model system, combining genetic tractability with close evolutionary affinity to humans1,2. Mouse gestation lasts only 3 weeks, during which the genome orchestrates the astonishing transformation of a single-cell zygote into a free-living pup composed of more than 500 million cells. Here, to establish a global framework for exploring mammalian development, we applied optimized single-cell combinatorial indexing3 to profile the transcriptional states of 12.4 million nuclei from 83 embryos, precisely staged at 2- to 6-hour intervals spanning late gastrulation (embryonic day 8) to birth (postnatal day 0). From these data, we annotate hundreds of cell types and explore the ontogenesis of the posterior embryo during somitogenesis and of kidney, mesenchyme, retina and early neurons. We leverage the temporal resolution and sampling depth of these whole-embryo snapshots, together with published data4-8 from earlier timepoints, to construct a rooted tree of cell-type relationships that spans the entirety of prenatal development, from zygote to birth. Throughout this tree, we systematically nominate genes encoding transcription factors and other proteins as candidate drivers of the in vivo differentiation of hundreds of cell types. Remarkably, the most marked temporal shifts in cell states are observed within one hour of birth and presumably underlie the massive physiological adaptations that must accompany the successful transition of a mammalian fetus to life outside the womb.	mouse	kidney	healthy
